mode,tau,cumulative_innovations_mean,cumulative_innovations_ci_lo,cumulative_innovations_ci_hi,innov_rate_late_mean,innov_rate_late_ci_lo,innov_rate_late_ci_hi,avg_growth_pct_mean,avg_growth_pct_ci_lo,avg_growth_pct_ci_hi,final_gini_wealth_mean,final_gini_wealth_ci_lo,final_gini_wealth_ci_hi,final_gini_income_mean,final_gini_income_ci_lo,final_gini_income_ci_hi,median_income_final_mean,median_income_final_ci_lo,median_income_final_ci_hi,lost_einstein_share_mean,lost_einstein_share_ci_lo,lost_einstein_share_ci_hi,poverty_gated_share_mean,poverty_gated_share_ci_lo,poverty_gated_share_ci_hi,eligible_share_mean,eligible_share_ci_lo,eligible_share_ci_hi,attempt_share_self_mean,attempt_share_self_ci_lo,attempt_share_self_ci_hi,attempt_share_credit_mean,attempt_share_credit_ci_lo,attempt_share_credit_ci_hi,attempt_share_public_mean,attempt_share_public_ci_lo,attempt_share_public_ci_hi,blocked_finance_mean,blocked_finance_ci_lo,blocked_finance_ci_hi,blocked_incentive_mean,blocked_incentive_ci_lo,blocked_incentive_ci_hi,mobility_rank_corr_mean,mobility_rank_corr_ci_lo,mobility_rank_corr_ci_hi,clamp_events_total_mean,clamp_events_total_ci_lo,clamp_events_total_ci_hi,markup_capped_share_mean,markup_capped_share_ci_lo,markup_capped_share_ci_hi,p_capped_share_mean,p_capped_share_ci_lo,p_capped_share_ci_hi,final_h_median_mean,final_h_median_ci_lo,final_h_median_ci_hi,n_replicates
no_public_rd,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07641756811507272,0.07131612186639617,0.08151901436374927,0.6917011307368836,0.677043462156161,0.7063587993176061,0.14164034965841374,0.14030762790240778,0.1429730714144197,2.3733457378958778,2.356083051243631,2.3906084245481245,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035793333333333345,0.003479848967215257,0.003678817699451412,0.9964206666666667,0.9963211823005487,0.9965201510327848,0.09046972246972246,0.0801337514595132,0.10080569347993172,0.0,0.0,0.0,0.0,0.0,0.0,0.00010000000000000003,-9.188858848106478e-06,0.00020918885884810653,1.7408118721555248,1.7394027056979096,1.74222103861314,30
no_public_edu,0.0,115.46666666666667,88.81511756789973,142.1182157654336,0.6943333333333334,0.5402327485571798,0.8484339181094869,0.18757912864622453,0.1678301627386208,0.20732809455382825,0.8956359199956265,0.8894588420766503,0.9018129979146028,0.8218318277749067,0.8162264111043257,0.8274372444454877,0.3014269637563808,0.29533528549397725,0.3075186420187843,0.9816966666666666,0.9776030148726224,0.9857903184607107,0.360823,0.35802758226652853,0.3636184177334715,0.13542133333333334,0.13202528211832165,0.13881738454834502,0.0017820000000000008,0.0013818985754333918,0.00218210142456661,4.833333333333333e-05,5.597176918254305e-06,9.106948974841235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13359100000000002,0.13009006680098795,0.13709193319901208,0.6587148419148419,0.6528479498144525,0.6645817340152312,119.76666666666667,89.80333571708982,149.7299976162435,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,0.1380497087301453,0.13495788870306072,0.14114152875722988,30
no_public_edu,0.1,835.8333333333334,809.1000057270624,862.5666609396044,4.420333333333334,4.250854039393545,4.589812627273123,0.17753965119592216,0.1523505601639525,0.20272874222789183,0.8460376381654701,0.8381930987636597,0.8538821775672805,0.6909787620142168,0.6847017179974416,0.697255806030992,0.5646912499475435,0.558195454977666,0.571187044917421,0.8640433333333333,0.8582790479457304,0.8698076187209361,0.2470436666666667,0.2407479093841208,0.25333942394921255,0.127304,0.12455039854063768,0.13005760145936232,0.0008450000000000002,0.0005621658823357011,0.0011278341176642992,0.00017933333333333335,-1.194853336396507e-05,0.00037061520003063174,0.02215066666666666,0.022136698414541467,0.02216463491879185,3.3333333333333335e-07,-3.2e-07,9.866666666666668e-07,0.019391,0.01784910411784936,0.020932895882150637,0.5000661532661533,0.4910409153774507,0.5090913911548559,0.0,0.0,0.0,0.0,0.0,0.0,0.00010000000000000003,-9.188858848106478e-06,0.00020918885884810653,0.19524964418620913,0.19142159272124895,0.1990776956511693,30
no_public_edu,0.2,1681.7666666666667,1655.6792731949993,1707.854060138334,8.747333333333334,8.594521127124917,8.90014553954175,0.15177125450171852,0.13533653246022653,0.1682059765432105,0.8116837824438085,0.799909406156164,0.8234581587314529,0.5619475023669057,0.5571758164499656,0.5667191882838458,0.7700275663125844,0.7641492322815018,0.775905900343667,0.6980899999999999,0.6908354044843538,0.705344595515646,0.11516599999999998,0.10921718912809138,0.12111481087190858,0.11024200000000002,0.10735684158508835,0.1131271584149117,0.0001666666666666667,3.102571623889139e-05,0.000302307617094442,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.04511266666666666,0.045101314240288376,0.04512401909304495,1.9333333333333337e-05,9.302503921100369e-06,2.9364162745566303e-05,0.029277666666666667,0.027415994267254218,0.031139339066079116,0.3964336448336449,0.38741746734786525,0.40544982231942456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24634893873497324,0.24292830949910066,0.24976956797084582,30
no_public_edu,0.3,1944.7333333333333,1887.2133864104817,2002.253280256185,10.961333333333336,10.617574653619023,11.305092013047648,0.11346847162883146,0.09374933822939298,0.13318760502826993,0.7717000098633944,0.7599304617016311,0.7834695580251576,0.43964583055312284,0.4339355174756877,0.445356143630558,0.8978261230293068,0.887837237978705,0.9078150080799086,0.5656833333333334,0.5531179313980125,0.5782487352686544,0.01392,0.0119947226894832,0.0158452773105168,0.09175799999999999,0.09053290532889958,0.0929830946711004,0.00023300000000000005,7.927964826370245e-05,0.00038672035173629765,1e-06,-9.6e-07,2.9599999999999996e-06,0.05234066666666667,0.05109888570877684,0.053582447624556495,7.333333333333333e-05,5.363595073497642e-05,9.303071593169024e-05,0.03910966666666666,0.03747407450161308,0.04074525883172024,0.29333105693105704,0.2831265331614675,0.30353558070064657,0.0,0.0,0.0,0.0,0.0,0.0,0.00020000000000000004,5.441485486919136e-05,0.0003455851451308087,0.288388118753485,0.2853163699164655,0.2914598675905046,30
no_public_edu,0.4,1315.4333333333334,1246.9391272474097,1383.927539419257,7.493666666666667,7.089045932891485,7.898287400441848,0.03610134644782593,0.020998980378443395,0.05120371251720846,0.7472471735637978,0.7289016509329359,0.7655926961946596,0.3308038181158269,0.3260708042681046,0.33553683196354916,0.9482546836427346,0.9361829774556291,0.9603263898298401,0.6756233333333335,0.659404131880498,0.691842534786169,0.00015033333333333335,4.238297354802379e-05,0.0002582836931186429,0.07621299999999999,0.07443709116987139,0.07798890883012859,0.0,0.0,0.0,0.0,0.0,0.0,0.03247733333333333,0.03082852748449973,0.034126139182166934,3.300000000000001e-05,1.5976547346972035e-05,5.002345265302798e-05,0.04370266666666666,0.04188575959987574,0.04551957373345758,0.24402592002592005,0.23368347294287561,0.2543683671089645,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.3280725421274023,0.32525013770165,0.33089494655315455,30
no_public_edu,0.5,666.6333333333333,618.036318847357,715.2303478193096,3.8683333333333336,3.584792350817078,4.151874315849589,-0.0415492717296275,-0.052403770937547674,-0.030694772521707332,0.7128721700383708,0.6970318032913105,0.728712536785431,0.23703863009474582,0.23408113833847546,0.23999612185101618,0.9527044232900359,0.9413200311958149,0.964088815384257,0.8498933333333334,0.8395598004173224,0.8602268662493444,0.0,0.0,0.0,0.05764933333333333,0.056017471987980044,0.059281194678686616,0.0,0.0,0.0,0.0,0.0,0.0,0.015010666666666669,0.013977313375065565,0.016044019958267774,2.0000000000000005e-05,7.639543958121194e-06,3.2360456041878816e-05,0.04261866666666666,0.041047950439233996,0.04418938289409932,0.1837723445723446,0.17436915854338972,0.19317553060129947,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,0.35807639155219906,0.35616268976443965,0.35999009333995846,30
no_public_edu,0.6,258.5,215.80514973582342,301.1948502641766,1.4473333333333331,1.2160866833578055,1.6785799833088608,-0.08109914268232488,-0.0924156329129626,-0.06978265245168715,0.6962490897500054,0.6816839085083533,0.7108142709916576,0.16858400377386645,0.1668741829109498,0.1702938246367831,0.9447282859437783,0.9363756336515711,0.9530809382359856,0.95279,0.9453239730380355,0.9602560269619645,0.0,0.0,0.0,0.036257,0.03483664574259977,0.03767735425740022,0.0,0.0,0.0,0.0,0.0,0.0,0.0047209999999999995,0.003974397303803545,0.005467602696196454,5.666666666666667e-06,-7.541810829497951e-07,1.2087514416283128e-05,0.031530333333333334,0.029953319450875374,0.0331073472157913,0.12551087231087232,0.1174624303016933,0.13355931432005136,0.0,0.0,0.0,0.0,0.0,0.0,0.00010000000000000003,-9.188858848106478e-06,0.00020918885884810653,0.38002777972174,0.37843600534693933,0.3816195540965407,30
no_scaleup,0.0,121.1,84.58617970477857,157.61382029522142,0.6893333333333334,0.4812307256327071,0.8974359410339596,0.2158692415519048,0.1855508087840774,0.24618767431973218,0.9004760478638613,0.8899762127300357,0.9109758829976868,0.8252441755452166,0.8176916305247807,0.8327967205656525,0.30369589401462876,0.2966024088271663,0.3107893792020912,0.9827533333333333,0.9777250863081253,0.9877815803585412,0.3642243333333333,0.36194340433544653,0.3665052623312201,0.134568,0.13159681212095886,0.13753918787904112,0.0016943333333333337,0.0012063002699411237,0.0021823663967255437,3.0333333333333333e-05,-8.792359684304943e-09,6.067545902635097e-05,0.0,0.0,0.0,1.3333333333333334e-06,-1.28e-06,3.946666666666667e-06,0.132842,0.1295970621036692,0.13608693789633078,0.6540507260507261,0.6475553524410036,0.6605460996604486,93.53333333333333,59.76501487604337,127.3016517906233,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,0.13980315366725055,0.1369408630081889,0.1426654443263122,30
no_scaleup,0.1,832.8,801.4881357934096,864.1118642065903,4.282,4.1197024881459265,4.4442975118540735,0.1476762109680369,0.13048802897418818,0.16486439296188563,0.8086843287304564,0.798790560086159,0.8185780973747537,0.5732817718910405,0.5657145650367583,0.5808489787453226,0.9464433603386433,0.9366923986488362,0.9561943220284503,0.8715166666666665,0.8670851682466348,0.8759481650866981,0.18272199999999997,0.17925893739431323,0.1861850626056867,0.173595,0.16969778331312463,0.17749221668687537,0.000980666666666667,0.0006305440614436928,0.0013307892718896412,0.00025566666666666674,8.87411573020751e-05,0.00042259217603125837,0.022102999999999984,0.022085017877076715,0.022120982122923252,1.166666666666667e-05,5.64323095456865e-06,1.7690102378764688e-05,0.036477333333333334,0.034206511321657584,0.03874815534500908,0.3997073325073324,0.39106960014634373,0.4083450648683211,0.0,0.0,0.0,0.0,0.0,0.0,0.0001666666666666667,3.102571623889139e-05,0.000302307617094442,0.4723532388112218,0.46899124470829756,0.4757152329141461,30
no_scaleup,0.2,1611.3333333333333,1585.4531537369955,1637.213512929671,8.145333333333333,7.982820122430319,8.307846544236348,0.126382126423816,0.11353190988707436,0.13923234296055764,0.7594818175192147,0.7419452135438083,0.7770184214946212,0.41220735925654545,0.40684915905403396,0.41756555945905693,1.415273946492995,1.4034621958086362,1.427085697177354,0.7458866666666666,0.7401154142071816,0.7516579191261515,0.08065733333333333,0.07756501538450931,0.08374965128215735,0.29488033333333336,0.2919153417195066,0.2978453249471601,0.0002906666666666667,0.00013427572130354507,0.00044705761202978834,0.00026000000000000003,3.911122141279534e-05,0.00048088877858720475,0.04506099999999999,0.04505112817127888,0.0450708718287211,0.0004873333333333333,0.0004165775215931013,0.0005580891450735654,0.144038,0.14049192239790848,0.14758407760209152,0.26676755636755634,0.2584638884573867,0.27507122427772596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7659431998773987,0.7639123391951087,0.7679740605596886,30
no_scaleup,0.3,2587.733333333333,2554.747649504044,2620.719017162622,12.963666666666665,12.763287600163398,13.164045733169932,0.15323415051129927,0.14104072559880965,0.1654275754237889,0.7402318053123235,0.7191622051954132,0.7613014054292337,0.31358319129295725,0.3081330267474466,0.3190333558384679,1.8136434721174344,1.7995308573072104,1.8277560869276583,0.5112233333333334,0.5035331980534546,0.5189134686132121,0.02213966666666667,0.020750414020016768,0.02352891931331657,0.6938803333333333,0.6905693996942682,0.6971912669723984,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.06798033333333334,0.06797134493246379,0.06798932173420288,0.006311,0.005977042371825269,0.006644957628174731,0.572909,0.5685120871517958,0.5773059128482042,0.2025189489189489,0.19247141939635257,0.21256647844154522,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,1.021862751863569,1.019905897211566,1.023819606515572,30
no_scaleup,0.4,2357.133333333333,2280.288786465081,2433.9778802015853,11.439,11.032634906762036,11.845365093237964,0.12937939283552752,0.11915316527995028,0.13960562039110475,0.7249452579311796,0.7058854209085305,0.7440050949538287,0.2312914666277309,0.22830698302258914,0.23427595023287265,2.0585314089605062,2.0396728494541456,2.077389968466867,0.46768333333333345,0.4508599422565438,0.4845067244101231,0.0007239999999999999,0.00048781343310507847,0.0009601865668949214,0.9997523333333332,0.9996054507298914,0.9998992159367751,0.0,0.0,0.0,0.0,0.0,0.0,0.05323166666666667,0.0515493275589877,0.05491400577434564,0.020163999999999994,0.019330554394777693,0.020997445605222296,0.9263566666666669,0.924357387964888,0.9283559453684459,0.2089884277884278,0.1987724452408051,0.2192044103360505,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,1.2708532626427242,1.2685850806629653,1.2731214446224832,30
no_scaleup,0.5,1218.2,1162.5912545569754,1273.8087454430247,5.860666666666666,5.57006724561475,6.151266087718582,0.10210785281004062,0.09458041301180568,0.10963529260827555,0.6944456135474483,0.68167127600518,0.7072199510897166,0.17989520222380084,0.1783871995846802,0.1814032048629215,2.247009846729938,2.232065280848059,2.261954412611817,0.7627133333333335,0.7512761602034038,0.7741505064632631,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02372866666666667,0.0225849493536737,0.024872383979659636,0.009598333333333332,0.009193393410633473,0.010003273256033191,0.9666729999999998,0.9654667707881568,0.9678792292118428,0.1359144551144551,0.12397196431152885,0.14785694591738135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509915851919996,1.5083220671974806,1.5115096366425114,30
no_scaleup,0.6,449.76666666666665,404.97067075843887,494.56266257489443,2.1710000000000003,1.951518322310542,2.3904816776894586,0.08203236697207915,0.07581537876436721,0.08824935517979109,0.6714822468934833,0.6605802123033561,0.6823842814836106,0.1377333547962767,0.13666949055594813,0.1387972190366053,2.382881918228028,2.3670836371132467,2.3986801993428095,0.9271033333333334,0.9194819215342714,0.9347247451323953,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007289666666666666,0.006527525486760468,0.008051807846572863,0.004616,0.004316804816192184,0.004915195183807817,0.9880943333333332,0.9871919223289405,0.9889967443377259,0.09680290040290039,0.08654623922084814,0.10705956158495264,0.0,0.0,0.0,0.0,0.0,0.0,0.00010000000000000003,-9.188858848106478e-06,0.00020918885884810653,1.742170934129376,1.7408559565453048,1.7434859117134474,30
no_incentive_gate,0.0,3379.9666666666667,3329.2738575193225,3430.659475814011,15.445333333333334,15.059996820726635,15.830669845940033,0.3343441108278792,0.3077116396822819,0.3609765819734765,0.8901036456797116,0.8817085772552784,0.8984987141041447,0.8192147992987457,0.8111739407098002,0.8272556578876913,0.42506529931546955,0.4150024107325738,0.43512818789836527,0.5055133333333334,0.4924798517304139,0.5185468149362529,0.3529400000000001,0.3501067063202235,0.35577329367977667,0.09279333333333332,0.08981347661402334,0.09577319005264331,0.07854399999999997,0.07584714036607494,0.08124085963392501,0.006385666666666666,0.006063156843847951,0.006708176489485382,0.0,0.0,0.0,0.002578666666666667,0.0024656788785224087,0.0026916544548109254,0.005285,0.005032701269017911,0.005537298730982089,0.5285942193942195,0.5186991288569575,0.5384893099314815,208.03333333333333,206.71942123727493,209.34724542939173,0.0,0.0,0.0,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.1640212066489408,0.15928369286134603,0.16875872043653556,30
no_incentive_gate,0.1,3894.9333333333334,3840.553827797851,3949.3128388688156,17.197333333333336,16.860113104091432,17.53455356257524,0.24350237936331723,0.22291785677440085,0.2640869019522336,0.7874161821135909,0.7695876623730308,0.805244701854151,0.5217159043064029,0.5113059018898489,0.5321259067229569,1.1894118749204563,1.1780236284278878,1.2008001214130248,0.5268200000000001,0.5191183451525387,0.5345216548474614,0.17893966666666666,0.17543142619849425,0.18244790713483908,0.12011300000000001,0.11742871673892075,0.12279728326107928,0.09126899999999999,0.08922817757489893,0.09330982242510105,0.003982333333333334,0.0037973086953384605,0.004167357971328208,0.009852999999999999,0.009473745399367193,0.010232254600632805,0.015008666666666665,0.014501041120636547,0.015516292212696783,0.0,0.0,0.0,0.12617431537431537,0.11434126818078465,0.13800736256784607,8.333333333333334,7.302462110082242,9.364204556584426,0.0,0.0,0.0,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.5386506021145123,0.5327553742498015,0.5445458299792232,30
no_incentive_gate,0.2,5325.433333333333,5272.257401358765,5378.609265307902,23.452666666666666,23.089658720110624,23.815674613222708,0.26940949122408325,0.24704589315137457,0.29177308929679197,0.7423817664057766,0.7211591934938062,0.763604339317747,0.3580159753363767,0.3493674613343844,0.366664489338369,1.6013708468320955,1.5848761250388275,1.6178655686253636,0.53402,0.5260832925871467,0.5419567074128534,0.050324999999999995,0.04813501863846696,0.05251498136153303,0.21214466666666665,0.20812277363829407,0.21616655969503923,0.13443633333333335,0.1321139335847195,0.1367587330819472,0.009417333333333335,0.0090817736097856,0.00975289305688107,0.025637000000000004,0.024831991731856556,0.02644200826814345,0.04265366666666666,0.041788639167911236,0.04351869416542208,0.0,0.0,0.0,-0.03489202529202529,-0.045855370766611524,-0.023928679817439062,10.1,8.81371178217697,11.38628821782303,0.0,0.0,0.0,6.666666666666668e-05,-6.4e-05,0.00019733333333333338,0.8318900543883682,0.8284802939292982,0.8352998148474381,30
no_incentive_gate,0.3,9943.166666666666,9872.942764600091,10013.39056873324,49.77800000000001,49.27984452026883,50.276155479731194,0.5616672079058954,0.541596950163107,0.5817374656486838,0.8396346762788774,0.8259329878315518,0.8533363647262031,0.3562471438127191,0.35151107345138655,0.36098321417405166,1.496654648653525,1.4753457986942364,1.5179634986128137,0.21981000000000003,0.21269755132105866,0.2269224486789414,0.001325,0.0010513093651835948,0.0015986906348164052,0.6935129999999999,0.6870413949630724,0.6999846050369275,0.15178599999999998,0.15061450966280052,0.15295749033719944,0.209461,0.20539154455533315,0.21353045544466687,0.06518200000000002,0.06513141570858529,0.06523258429141475,0.13335366666666668,0.1327704028956603,0.13393693043767305,0.0,0.0,0.0,0.09941560941560942,0.08734495866277019,0.11148626016844866,6.133333333333334,5.190145813633244,7.076520853033424,0.0,0.0,0.0,3.333333333333334e-05,-3.2e-05,9.866666666666669e-05,0.9484702867631921,0.9480342387895876,0.9489063347367966,30
no_incentive_gate,0.4,11943.233333333334,11893.20909646062,11993.257570206048,60.99533333333333,60.621527663624434,61.36913900304222,0.5966301536224439,0.5790242449223564,0.6142360623225314,0.8258406662451286,0.8103603556306019,0.8413209768596553,0.31958249926128274,0.3133764647385634,0.3257885337840021,1.6014868588377602,1.5868763100482886,1.6160974076272319,0.10696333333333334,0.10242680735890881,0.11149985930775787,0.00031433333333333335,0.00021446466797574225,0.00041420199869092445,0.999934,0.9998622977764335,1.0000057022235664,0.09288533333333333,0.09095527227227952,0.09481539439438715,0.35264066666666666,0.3514121769138762,0.3538691564194571,0.08537433333333332,0.08533527231918808,0.08541339434747855,0.21652166666666667,0.2148119053682142,0.21823142796511913,0.0,0.0,0.0,0.2450736434736435,0.23330171671560662,0.25684557023168036,6.066666666666666,5.221241529333236,6.912091804000097,0.0,0.0,0.0,0.00010000000000000003,-9.188858848106478e-06,0.00020918885884810653,1.1412021324819686,1.1393721934824244,1.1430320714815128,30
no_incentive_gate,0.5,12413.6,12358.561674357197,12468.638325642803,63.221000000000004,62.82287902659861,63.619120973401394,0.5160259917332246,0.5046068300873413,0.5274451533791079,0.6379961642385419,0.6074161693358263,0.6685761591412575,0.2137344064041474,0.2092989524010991,0.2181698604071957,1.6723910227041492,1.6592971612571772,1.6854848841511212,0.12361666666666668,0.1204784415700415,0.12675489176329185,4.466666666666667e-05,2.2354163222147363e-05,6.697917011118599e-05,1.0,1.0,1.0,0.08516299999999997,0.08395838513486815,0.0863676148651318,0.3697463333333333,0.36864246031756726,0.3708502063490993,0.10654433333333334,0.10650493464529481,0.10658373202137186,0.20310700000000004,0.2018488281825355,0.20436517181746458,0.0,0.0,0.0,0.20468303828303833,0.19315737986165868,0.21620869670441797,5.733333333333333,4.857130589077105,6.609536077589562,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,1.3743422852612204,1.3731646050974764,1.3755199654249644,30
no_incentive_gate,0.6,12591.266666666666,12542.93054094408,12639.602792389252,63.539333333333325,63.229634037169376,63.84903262949727,0.4979077393490571,0.49039807498613264,0.5054174037119815,0.4585636712591533,0.4299735164969624,0.4871538260213442,0.1428753075396718,0.14016691787847885,0.14558369720086473,1.745739031777729,1.7323165306834774,1.7591615328719807,0.16102666666666662,0.15804974214747736,0.1640035911858559,3.3333333333333335e-07,-3.2e-07,9.866666666666668e-07,1.0,1.0,1.0,0.06969933333333334,0.06891681095874326,0.07048185570792341,0.3801866666666668,0.37932316738469735,0.3810501659486362,0.12767866666666666,0.1276296397897466,0.12772769354358673,0.19942566666666667,0.19886013295851485,0.1999912003748185,0.0,0.0,0.0,0.14113189873189877,0.13324650838002058,0.14901728908377695,5.2,4.526258960352164,5.873741039647836,0.0,0.0,0.0,6.666666666666668e-05,-2.4121622280541096e-05,0.00015745495561387445,1.5980623775105014,1.597391281544936,1.5987334734760668,30
